61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,84,73,73,85,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,73,74,0,0,72,73,73,73,73,73,85,61,61,61,61,61
61,61,84,74,0,0,0,0,0,0,0,0,0,0,72,85,61,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,72,61,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,84,74,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,96,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,72,85,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,85,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,97,61
61,84,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61
61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61
61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,85,61
61,96,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,48,49,97,61
61,61,61,62,0,0,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,61,96,49,50,0,0,0,0,0,0,0,0,0,0,60,61,61,61
61,61,61,61,61,62,0,0,0,0,0,0,0,48,49,49,97,61,61,61
61,61,61,61,61,96,49,49,50,0,0,0,0,60,61,61,84,73,73,85
61,61,61,61,61,61,61,61,62,0,0,0,0,60,61,84,74,0,0,60
61,61,61,61,61,61,61,61,62,0,0,0,0,108,109,110,0,0,0,60
61,61,61,61,61,61,61,61,62,0,0,0,0,120,61,122,0,0,0,60
61,61,61,61,61,61,61,61,96,49,49,49,49,97,61,62,0,0,0,60
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,96,50,0,0,60
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,96,49,49,97
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
